Nº,Project,MethodName,#Assrtions,#Conditions,#TryCatch,#Loop,#Throws,#Statements,#Tokens,#Hamcrest,#Mockito,#BadApi,#LOC,#Expressions,#Depth,#Vocabulary,#Understandability,#BodySize,#Dexterity,#NonWhiteCharacters
9557,commons-lang-LANG_3_8_1,DiffBuilderTest.testTriviallyEqualTestEnabled,3,0,0,0,0,11,148,3,0,0,34,79,7,15,601,110,9,688
9558,commons-lang-LANG_3_8_1,NumberUtilsTest.testMaxShort_emptyArray,0,0,0,0,0,1,13,0,0,0,3,11,7,6,80,10,6,112
9559,commons-lang-LANG_3_8_1,ArrayUtilsTest.testShiftAllByte,8,0,0,0,0,11,121,0,0,0,34,69,7,6,465,86,8,324
9560,commons-lang-LANG_3_8_1,StrBuilderTest.testReadFromReader,2,0,0,1,1,2,78,0,0,0,24,44,10,15,388,61,12,246
9561,commons-lang-LANG_3_8_1,HashCodeBuilderTest.testToHashCodeEqualsHashCode,1,0,0,0,0,2,44,0,0,0,7,25,9,9,191,30,9,277
9562,commons-lang-LANG_3_8_1,AnnotationUtilsTest.testHashCode,3,0,0,0,1,6,96,0,0,0,19,58,8,16,399,71,8,530
9563,commons-lang-LANG_3_8_1,EventCountCircuitBreakerTest.testClosingWhenThresholdReached,4,0,0,0,0,7,104,0,0,0,22,61,8,16,416,70,9,629
9564,commons-lang-LANG_3_8_1,MutableFloatTest.testAddValueObject,1,0,0,0,0,3,37,0,0,0,10,22,7,9,140,27,8,157
9565,commons-lang-LANG_3_8_1,ArrayUtilsRemoveMultipleTest.testRemoveAllCharArrayNegativeIndex,0,0,0,0,0,1,20,0,0,0,3,15,7,6,105,14,6,140
9566,commons-lang-LANG_3_8_1,ArrayUtilsTest.testIndexOfCharWithStartIndex,8,0,0,0,0,10,160,0,0,0,31,91,7,6,633,106,11,491
9567,commons-lang-LANG_3_8_1,StrBuilderAppendInsertTest.testInsert,52,0,24,0,0,90,1482,0,0,0,439,703,9,15,9851,1031,9,5293
9568,commons-lang-LANG_3_8_1,ArrayUtilsInsertTest.testInsertChars,13,0,2,0,1,16,361,0,0,1,63,179,9,15,1600,250,9,1157
9569,commons-lang-LANG_3_8_1,StandardToStringStyleTest.testObject,12,0,0,0,0,14,369,0,0,0,43,208,11,16,1707,256,8,1265
9570,commons-lang-LANG_3_8_1,NoClassNameToStringStyleTest.testLongArrayArray,4,0,0,0,0,6,119,0,0,0,19,63,9,9,500,82,10,430
9571,commons-lang-LANG_3_8_1,StrBuilderTest.testReplaceFirst_char_char,5,0,0,0,0,11,112,0,0,0,34,63,7,7,406,76,8,409
9572,commons-lang-LANG_3_8_1,SerializationUtilsTest.testSerializeBytesNull,2,0,0,0,1,9,83,0,0,0,28,44,7,18,346,68,9,416
9573,commons-lang-LANG_3_8_1,ArrayUtilsTest.testToPrimitive_short,4,0,1,0,0,5,141,0,0,1,23,78,11,18,763,108,10,508
9574,commons-lang-LANG_3_8_1,IEEE754rUtilsTest.testLang381,14,0,0,0,0,18,364,0,0,0,55,207,8,15,1666,255,8,1089
9575,commons-lang-LANG_3_8_1,FieldUtilsTest.testRemoveFinalModifierWithAccess,4,0,0,0,1,6,70,0,0,0,19,42,8,15,265,49,8,359
9576,commons-lang-LANG_3_8_1,NumericEntityEscaperTest.testBelow,1,0,0,0,0,4,39,0,0,0,13,23,6,10,167,34,8,239
9577,commons-lang-LANG_3_8_1,NumberUtilsTest.testIsNumberLANG1252,0,0,0,0,0,2,16,0,0,0,7,11,5,3,58,11,6,127
9578,commons-lang-LANG_3_8_1,ValidateTest.testIsInstanceOf,0,0,0,0,0,2,24,0,0,0,7,15,7,6,94,17,6,115
9579,commons-lang-LANG_3_8_1,StringUtilsEqualsIndexOfTest.testLastIndexOfIgnoreCase_StringInt,21,0,0,0,0,21,354,0,0,0,64,208,7,5,1468,227,6,1412
9580,commons-lang-LANG_3_8_1,FieldUtilsTest.testReadStaticFieldForceAccess,2,0,0,0,1,2,48,0,0,0,7,32,9,10,214,33,6,254
9581,commons-lang-LANG_3_8_1,RegExUtilsTest.testRemoveAll_StringPattern,13,0,0,0,0,13,253,0,0,0,40,150,8,9,1007,162,6,1045
9582,commons-lang-LANG_3_8_1,ThreadUtilsTest.testNullThreadThreadGroup3,0,0,0,0,1,1,14,0,0,0,3,14,7,8,88,10,6,166
9583,commons-lang-LANG_3_8_1,StringUtilsTest.testJoin_List,23,0,0,0,0,23,410,0,0,0,70,231,9,17,1769,261,6,1572
9584,commons-lang-LANG_3_8_1,ThreadUtilsTest.testNullThreadThreadGroup2,0,0,0,0,1,1,14,0,0,0,3,14,7,8,88,10,6,161
9585,commons-lang-LANG_3_8_1,ConcurrentUtilsTest.testInitializeUncheckedEx,3,0,1,0,1,6,101,0,1,0,29,65,9,28,518,77,11,656
9586,commons-lang-LANG_3_8_1,ThreadUtilsTest.testNullThreadThreadGroup1,0,0,0,0,1,1,14,0,0,0,3,14,7,8,88,10,6,169
9587,commons-lang-LANG_3_8_1,StringEscapeUtilsTest.testEscapeXml10,6,0,0,0,1,6,84,0,0,0,19,51,6,6,303,54,6,823
9588,commons-lang-LANG_3_8_1,SerializationUtilsTest.testDeserializeBytesNull,0,0,0,0,1,1,14,0,0,0,3,12,7,7,88,10,6,144
9589,commons-lang-LANG_3_8_1,StrMatcherTest.testDoubleQuoteMatcher,3,0,0,0,0,4,51,0,0,0,13,30,6,9,184,35,8,236
9590,commons-lang-LANG_3_8_1,StringEscapeUtilsTest.testEscapeXml11,7,0,0,0,1,7,98,0,0,0,22,59,6,6,354,63,6,903
9591,commons-lang-LANG_3_8_1,EqualsBuilderTest.testMultiFloatArray,3,0,0,2,0,7,182,0,0,0,34,100,12,12,924,137,16,437
9592,commons-lang-LANG_3_8_1,StrLookupTest.testSystemPropertiesLookupReplacedProperties,1,0,1,0,0,8,96,0,0,0,31,50,8,18,429,78,11,647
9593,commons-lang-LANG_3_8_1,MemoizerTest.testWhenComputableThrowsError,0,0,0,0,1,6,61,0,0,0,19,37,8,15,287,52,9,290
9594,commons-lang-LANG_3_8_1,RangeTest.testIntersectionWith,6,0,0,0,0,6,88,0,0,0,19,53,7,12,316,57,6,427
9595,commons-lang-LANG_3_8_1,StrBuilderTest.testIndexOf_char,5,0,0,0,0,6,83,0,0,0,19,50,7,6,307,58,8,272
9596,commons-lang-LANG_3_8_1,DiffBuilderTest.testSameObjectIgnoresAppends,1,0,0,0,0,3,49,0,0,0,10,27,9,12,209,36,8,239
9597,commons-lang-LANG_3_8_1,ArrayUtilsRemoveMultipleTest.testRemoveAllByteArrayOutOfBoundsIndex,0,0,0,0,0,1,19,0,0,0,3,14,7,6,100,13,6,138
9598,commons-lang-LANG_3_8_1,StrLookupTest.testNoneLookup,3,0,0,0,0,3,44,0,0,0,10,27,7,6,155,28,6,176
9599,commons-lang-LANG_3_8_1,ArrayUtilsTest.testContainsBoolean,5,0,0,0,0,8,95,0,0,0,25,53,7,7,382,69,11,348
9600,commons-lang-LANG_3_8_1,FastDateParser_MoreOrLessTest.testInputHasMoreCharacters,3,0,0,0,0,8,103,0,0,0,25,59,7,21,418,79,8,443
9601,commons-lang-LANG_3_8_1,DateUtilsTest.testIsSameDay_Date,4,0,0,0,0,9,152,0,0,0,28,86,8,11,644,102,10,495
9602,commons-lang-LANG_3_8_1,UnicodeUnpairedSurrogateRemoverTest.testInvalidCharacters,3,0,0,0,1,3,37,0,0,0,10,24,6,9,139,24,6,177
9603,commons-lang-LANG_3_8_1,FastDatePrinterTest.testMilleniumBug,1,0,0,0,0,4,46,0,0,0,13,28,6,10,194,36,9,230
9604,commons-lang-LANG_3_8_1,ArrayUtilsTest.testLastIndexOfBoolean,5,0,0,0,0,9,116,0,0,0,28,65,7,6,473,85,11,407
9605,commons-lang-LANG_3_8_1,DateUtilsTest.testAddDays,3,0,0,0,1,12,172,0,0,0,37,98,7,10,747,109,9,485
9606,commons-lang-LANG_3_8_1,FieldUtilsTest.testReadField,13,0,1,0,1,17,259,0,0,0,59,147,7,23,1089,181,9,1281
9607,commons-lang-LANG_3_8_1,FastDateParser_MoreOrLessTest.testInputHasWrongCharacters,2,0,0,0,0,4,57,0,0,0,13,32,7,13,223,42,8,296
9608,commons-lang-LANG_3_8_1,DateUtilsRoundingTest.testRoundDate,0,0,0,0,1,10,82,0,0,0,31,54,6,17,408,70,10,725
9609,commons-lang-LANG_3_8_1,MutableDoubleTest.testAddValueObject,1,0,0,0,0,3,37,0,0,0,10,22,7,9,140,27,8,161
9610,commons-lang-LANG_3_8_1,StrBuilderTest.testSetCharAt,4,0,3,0,0,9,132,0,0,0,49,63,8,11,542,98,9,539
9611,commons-lang-LANG_3_8_1,EqualsBuilderTest.testLongArray,5,0,0,0,0,14,162,0,0,0,43,90,9,9,713,121,12,452
9612,commons-lang-LANG_3_8_1,ThreadUtilsTest.testThreads,1,0,1,0,1,3,80,0,0,0,33,41,9,14,338,58,9,311
9613,commons-lang-LANG_3_8_1,ArrayUtilsRemoveMultipleTest.testRemoveAllShortArrayRemoveNone,3,0,0,0,0,5,62,0,0,0,16,29,7,11,235,46,8,260
9614,commons-lang-LANG_3_8_1,CompareToBuilderTest.testLong,7,0,0,0,0,9,169,0,0,1,28,99,10,11,790,119,7,561
9615,commons-lang-LANG_3_8_1,ArrayUtilsRemoveMultipleTest.testRemoveAllDoubleArrayNegativeIndex,0,0,0,0,0,1,20,0,0,0,3,15,7,6,105,14,6,140
9616,commons-lang-LANG_3_8_1,StrBuilderTest.testClear,2,0,0,0,0,5,46,0,0,0,16,29,8,10,183,36,8,152
9617,commons-lang-LANG_3_8_1,StringUtilsTrimStripTest.testStrip_StringString,20,0,0,0,0,20,294,0,0,0,61,178,8,9,1228,196,6,1127
9618,commons-lang-LANG_3_8_1,ArrayUtilsTest.testReverseCharRange,13,0,0,0,0,23,251,0,0,0,70,144,7,8,1128,181,12,634
9619,commons-lang-LANG_3_8_1,StringUtilsContainsTest.testContainsNone_CharArrayWithSupplementaryChars,8,0,0,0,0,8,134,0,0,0,25,81,7,12,513,87,7,709
9620,commons-lang-LANG_3_8_1,StringUtilsIsTest.testIsAlphaspace,11,0,0,0,0,11,112,0,0,0,34,69,6,6,424,78,6,579
9621,commons-lang-LANG_3_8_1,MutableLongTest.testSetNull,0,0,0,0,0,2,19,0,0,0,7,15,7,7,101,16,8,130
9622,commons-lang-LANG_3_8_1,DateUtilsTest.testParseDate_NoDateString,0,0,0,0,1,2,29,0,0,0,7,20,8,9,161,24,9,204
9623,commons-lang-LANG_3_8_1,CompareToBuilderTest.testShort,7,0,0,0,0,9,169,0,0,1,28,99,10,11,790,119,7,566
9624,commons-lang-LANG_3_8_1,FieldUtilsTest.testWriteDeclaredNamedField,12,0,8,0,1,16,366,0,0,0,105,180,8,19,1601,257,7,1895
9625,commons-lang-LANG_3_8_1,NumberUtilsTest.testToShortString,4,0,0,0,0,4,58,0,0,4,13,42,7,6,286,41,7,349
9626,commons-lang-LANG_3_8_1,MultiLineToStringStyleTest.testLongArray,4,0,0,0,0,6,184,0,0,0,19,102,9,12,764,119,10,639
9627,commons-lang-LANG_3_8_1,FastTimeZoneTest.testOlson,1,0,0,0,0,1,19,0,0,0,3,13,6,6,73,12,6,128
9628,commons-lang-LANG_3_8_1,DateUtilsRoundingTest.testRoundHourOfDay,0,0,0,0,1,10,82,0,0,0,31,54,6,17,408,70,10,748
9629,commons-lang-LANG_3_8_1,MutableIntTest.testGetAndAddValueObject,2,0,0,0,0,4,46,0,0,0,13,26,7,10,180,35,8,215
9630,commons-lang-LANG_3_8_1,ClassUtilsTest.testHierarchyExcludingInterfaces,4,0,0,0,0,5,72,0,0,0,16,39,9,15,279,53,9,313
9631,commons-lang-LANG_3_8_1,ArrayUtilsTest.testIsSortedFloat,4,0,0,0,0,8,93,0,0,0,25,52,8,7,394,71,11,302
9632,commons-lang-LANG_3_8_1,LocaleUtilsTest.testLang865,7,0,7,0,0,10,196,0,0,0,80,84,7,8,843,148,8,1091
9633,commons-lang-LANG_3_8_1,HashCodeBuilderTest.testByteArrayAsObject,3,0,0,0,0,6,131,0,0,0,19,79,10,8,615,99,12,352
9634,commons-lang-LANG_3_8_1,InheritanceUtilsTest.testDistanceEqual,1,0,0,0,0,1,20,0,0,0,3,13,8,6,89,14,6,117
9635,commons-lang-LANG_3_8_1,JsonToStringStyleTest.testAppendSuper,6,0,0,0,0,6,198,0,0,0,19,113,10,10,880,123,6,855
9636,commons-lang-LANG_3_8_1,ArrayUtilsTest.testReverseDoubleRange,13,0,0,0,0,23,275,0,0,0,70,156,7,8,1212,193,12,670
9637,commons-lang-LANG_3_8_1,StringUtilsStartsEndsWithTest.testStartsWithAny,12,0,0,0,0,12,204,0,0,0,37,115,9,9,876,139,6,1010
9638,commons-lang-LANG_3_8_1,StringUtilsTest.testLengthString,6,0,0,0,0,6,76,0,0,0,19,47,7,6,273,51,6,295
9639,commons-lang-LANG_3_8_1,EqualsBuilderTest.testMultiCharArray,3,0,0,2,0,7,162,0,0,0,34,84,11,12,754,121,15,414
9640,commons-lang-LANG_3_8_1,ValidateTest.testNotBlankMsgNotBlankStringWithNewlinesShouldNotThrow,0,0,0,0,0,2,17,0,0,0,7,11,5,6,72,14,8,142
9641,commons-lang-LANG_3_8_1,StringUtilsTest.testSplitByWholeString_StringStringBooleanInt,6,0,0,2,0,12,191,0,0,0,45,108,8,15,840,152,12,1092
9642,commons-lang-LANG_3_8_1,ObjectUtilsTest.testComparatorMedian,5,0,0,0,0,11,151,0,0,0,34,82,7,13,660,115,8,713
9643,commons-lang-LANG_3_8_1,MutableShortTest.testGetAndDecrement,3,0,0,0,0,5,54,0,0,0,16,29,7,9,200,40,8,223
9644,commons-lang-LANG_3_8_1,StrTokenizerTest.testCloneReset,4,0,0,0,0,10,104,0,0,0,31,56,7,10,414,80,13,405
9645,commons-lang-LANG_3_8_1,ArrayUtilsTest.testShiftRangeLong,10,0,0,0,0,13,150,0,0,0,40,85,7,6,589,104,8,385
9646,commons-lang-LANG_3_8_1,StrSubstitutorTest.testReplaceAdjacentAtStart,1,0,0,0,0,4,42,0,0,0,13,25,7,8,170,31,9,243
9647,commons-lang-LANG_3_8_1,ObjectUtilsTest.testCloneOfCloneable,1,0,0,0,0,3,34,0,0,0,10,23,7,10,195,28,9,263
9648,commons-lang-LANG_3_8_1,ConcurrentUtilsTest.testHandleCauseUncheckedNull,0,0,0,0,0,2,22,0,0,0,7,14,7,5,102,15,7,298
9649,commons-lang-LANG_3_8_1,ArrayUtilsTest.testToPrimitive_float,4,0,1,0,0,5,135,0,0,1,23,76,11,18,725,104,10,494
9650,commons-lang-LANG_3_8_1,StrBuilderAppendInsertTest.testAppend_CharArray_int_int,10,0,6,0,0,16,382,0,0,0,91,174,9,11,1764,270,11,1282
9651,commons-lang-LANG_3_8_1,UnicodeEscaperTest.testBelow,1,0,0,0,0,4,39,0,0,0,13,23,6,10,167,34,8,231
9652,commons-lang-LANG_3_8_1,ArrayUtilsTest.testIsSortedDouble,4,0,0,0,0,8,93,0,0,0,25,52,8,7,394,71,11,308
9653,commons-lang-LANG_3_8_1,EqualsBuilderTest.testToEqualsExclude,2,0,0,0,0,6,68,0,0,0,19,41,7,9,280,53,10,333
9654,commons-lang-LANG_3_8_1,ArrayUtilsTest.testLastIndexOfChar,6,0,0,0,0,8,113,0,0,0,25,64,7,6,436,77,11,394
9655,commons-lang-LANG_3_8_1,ValidateTest.testNotBlankBlankStringWithNewlinesShouldThrow,2,0,1,0,0,2,42,0,0,0,17,21,9,11,192,33,9,274
9656,commons-lang-LANG_3_8_1,DateUtilsFragmentTest.testMillisecondsOfMonthWithCalendar,1,0,0,0,0,2,60,0,0,0,7,43,10,18,314,46,7,314
9657,commons-lang-LANG_3_8_1,StringUtilsTest.testReplace_StringStringArrayStringArray,15,0,1,0,0,15,655,0,0,0,53,341,10,10,6657,437,8,1980
9658,commons-lang-LANG_3_8_1,MutableLongTest.testDecrementAndGet,3,0,0,0,0,5,51,0,0,0,16,28,7,9,187,38,8,214
9659,commons-lang-LANG_3_8_1,RandomUtilsTest.testNextFloatRandomResult,2,0,0,0,0,3,28,0,0,0,10,19,7,8,128,23,8,198
9660,commons-lang-LANG_3_8_1,DateUtilsFragmentTest.testDaysOfYearWithCalendar,1,0,0,0,1,2,31,0,0,0,7,21,7,12,139,23,7,194
9661,commons-lang-LANG_3_8_1,StringUtilsTest.testWrap_StringString,13,0,0,0,0,13,176,0,0,0,40,103,6,6,669,114,6,666
9662,commons-lang-LANG_3_8_1,FractionTest.testFactory_int_int,23,0,5,0,0,33,450,0,0,0,135,248,9,13,2166,321,10,1495
9663,commons-lang-LANG_3_8_1,NumberUtilsTest.testToIntStringI,2,0,0,0,0,2,34,0,0,2,7,26,7,6,209,23,7,232
9664,commons-lang-LANG_3_8_1,DateFormatUtilsTest.testTimeNoTISO,0,0,0,0,0,3,41,0,0,0,10,27,7,8,152,28,6,282
9665,commons-lang-LANG_3_8_1,MutableFloatTest.testSubtractValueObject,1,0,0,0,0,3,37,0,0,0,10,22,7,9,140,27,8,167
9666,commons-lang-LANG_3_8_1,ClassUtilsTest.test_getCanonicalName_Class,27,0,0,0,0,28,441,0,0,0,85,215,10,15,2031,304,8,2017
9667,commons-lang-LANG_3_8_1,DurationFormatUtilsTest.testFormatNegativeDurationHMS,0,0,0,0,1,1,10,0,0,0,3,12,6,7,69,7,6,149
9668,commons-lang-LANG_3_8_1,RandomUtilsTest.testNextDoubleNegative,0,0,0,0,1,1,12,0,0,0,3,13,6,7,76,8,6,126
9669,commons-lang-LANG_3_8_1,HashCodeBuilderTest.testSuper,1,0,0,0,0,2,60,0,0,0,7,37,11,10,289,43,8,199
9670,commons-lang-LANG_3_8_1,ToStringBuilderTest.testByteArrayArray,4,0,0,0,0,6,127,0,0,0,19,71,9,10,544,90,10,462
9671,commons-lang-LANG_3_8_1,HashCodeBuilderTest.testCharArray,4,0,0,0,0,7,151,0,0,0,22,88,10,7,679,110,12,400
9672,commons-lang-LANG_3_8_1,ConversionTest.testBinaryToInt,6,0,0,0,0,7,302,0,0,0,22,170,7,6,3819,181,9,942
9673,commons-lang-LANG_3_8_1,ArrayUtilsTest.testSwapNullFloatArray,1,0,0,0,0,3,26,0,0,0,10,14,5,6,101,20,8,109
9674,commons-lang-LANG_3_8_1,StrBuilderAppendInsertTest.testAppend_StringBuffer_int_int,10,0,6,0,0,16,314,0,0,0,91,151,9,12,1388,227,11,1273
9675,commons-lang-LANG_3_8_1,ReflectionToStringBuilderExcludeWithAnnotationTest.test_toStringExclude,4,0,0,0,0,5,62,4,0,0,16,38,8,13,235,45,8,352
9676,commons-lang-LANG_3_8_1,FieldUtilsTest.testGetFieldIllegalArgumentException2,0,0,0,0,0,1,13,0,0,0,3,12,7,7,74,9,6,141
9677,commons-lang-LANG_3_8_1,FieldUtilsTest.testGetFieldIllegalArgumentException1,0,0,0,0,0,1,11,0,0,0,3,11,6,6,63,7,6,130
9678,commons-lang-LANG_3_8_1,ConversionTest.testLongToByteArray,18,0,0,0,0,18,1830,0,0,0,55,897,9,5,10173,1184,7,4137
9679,commons-lang-LANG_3_8_1,FieldUtilsTest.testGetFieldIllegalArgumentException4,0,0,0,0,0,1,13,0,0,0,3,12,7,7,74,9,6,139
9680,commons-lang-LANG_3_8_1,FieldUtilsTest.testGetFieldIllegalArgumentException3,0,0,0,0,0,1,13,0,0,0,3,12,7,7,74,9,6,139
9681,commons-lang-LANG_3_8_1,LocaleUtilsTest.testLanguagesByCountry,0,0,0,0,0,4,54,0,0,0,13,31,8,4,265,45,7,270
9682,commons-lang-LANG_3_8_1,BasicThreadFactoryTest.testNewThreadDaemonFalse,0,0,0,0,0,1,7,0,0,0,3,6,5,3,42,5,7,126
9683,commons-lang-LANG_3_8_1,CompareToBuilderTest.testFloat,15,0,0,0,0,17,359,0,0,2,52,217,10,14,1788,253,7,1209
9684,commons-lang-LANG_3_8_1,DateUtilsFragmentTest.testMinutesOfDayWithDate,2,0,0,0,0,5,63,0,0,0,16,42,11,15,294,50,8,353
9685,commons-lang-LANG_3_8_1,StringUtilsEqualsIndexOfTest.testIndexOfAny_StringStringWithSupplementaryChars,4,0,0,0,0,4,63,0,0,0,13,40,7,7,249,42,7,423
9686,commons-lang-LANG_3_8_1,ValidateTest.testNoNullElementsCollection1,5,0,2,0,0,10,150,0,0,0,51,73,10,19,651,114,10,633
9687,commons-lang-LANG_3_8_1,ValidateTest.testNoNullElementsCollection2,5,0,2,0,0,10,158,0,0,0,51,77,10,19,684,118,10,614
9688,commons-lang-LANG_3_8_1,StringUtilsTest.testJoin_IterableChar,5,0,0,0,0,5,96,0,0,0,16,56,9,16,371,62,6,414
9689,commons-lang-LANG_3_8_1,BitFieldTest.testIsAllSet,5,0,0,1,0,4,69,0,0,0,21,42,8,9,281,49,10,268
9690,commons-lang-LANG_3_8_1,RandomUtilsTest.testNextDouble,1,0,0,0,0,2,26,0,0,0,7,18,7,6,129,21,8,147
9691,commons-lang-LANG_3_8_1,ClassPathUtilsTest.testToFullyQualifiedNameClassString,1,0,0,0,1,3,30,0,0,0,10,19,8,9,141,26,8,256
9692,commons-lang-LANG_3_8_1,ToStringBuilderTest.testReflectionBooleanArrayArray,2,0,0,0,0,6,79,0,0,0,19,43,8,10,317,59,11,407
9693,commons-lang-LANG_3_8_1,ConcurrentUtilsTest.testConstantFuture_Integer,7,0,0,0,1,9,106,0,0,0,28,68,7,21,458,77,10,473
9694,commons-lang-LANG_3_8_1,DateUtilsTest.testAddYears,3,0,0,0,1,12,172,0,0,0,37,98,7,10,747,109,9,489
9695,commons-lang-LANG_3_8_1,NumberUtilsTest.testMinimumInt,5,0,0,0,0,5,106,0,0,0,16,67,7,5,428,70,6,472
9696,commons-lang-LANG_3_8_1,StrTokenizerTest.testTSVEmpty,0,0,0,0,0,2,25,0,0,0,7,16,6,5,87,16,7,125
9697,commons-lang-LANG_3_8_1,RegExUtilsTest.testRemoveAll_StringString,10,0,1,0,0,10,154,0,0,0,38,86,8,10,594,103,7,699
9698,commons-lang-LANG_3_8_1,ArrayUtilsTest.testNullToEmptyFloatEmptyArray,2,0,0,0,1,4,44,0,0,0,13,22,7,10,188,36,8,222
9699,commons-lang-LANG_3_8_1,ConcurrentUtilsTest.testCreateIfAbsentKeyPresent,3,0,0,0,1,9,105,0,1,0,28,69,8,27,535,84,10,629
9700,commons-lang-LANG_3_8_1,DateUtilsFragmentTest.testHoursOfDayWithDate,2,0,0,0,0,5,49,0,0,0,16,30,7,12,200,38,8,281
9701,commons-lang-LANG_3_8_1,BooleanUtilsTest.testOr_object_validInput_3items,8,0,0,0,0,8,259,0,0,1,25,164,11,9,1485,194,6,1108
9702,commons-lang-LANG_3_8_1,StrSubstitutorTest.testReplaceSolo,0,0,0,0,0,1,11,0,0,0,3,8,5,3,55,7,7,111
9703,commons-lang-LANG_3_8_1,ToStringBuilderTest.testShortArrayArray,4,0,0,0,0,6,127,0,0,0,19,71,9,10,544,90,10,465
9704,commons-lang-LANG_3_8_1,BooleanUtilsTest.testXor_primitive_nullInput,0,0,0,0,0,1,14,0,0,0,3,11,7,6,80,10,6,121
9705,commons-lang-LANG_3_8_1,ExceptionUtilsTest.testGetCause_Throwable,9,0,0,0,0,9,138,0,0,0,28,83,8,12,493,87,6,669
9706,commons-lang-LANG_3_8_1,ArrayUtilsTest.testNullToEmptyFloatObjectNull,1,0,0,0,1,1,21,0,0,0,3,15,9,8,110,16,6,157
9707,commons-lang-LANG_3_8_1,StringEscapeUtilsTest.testLang911,1,0,0,0,0,4,37,0,0,0,13,22,6,10,171,33,9,285
9708,commons-lang-LANG_3_8_1,FieldUtilsTest.testGetFieldsWithAnnotation,2,0,0,0,1,3,72,0,0,0,10,41,10,12,366,58,9,433
9709,commons-lang-LANG_3_8_1,EnumUtilsTest.test_processBitVectors_nullClass,0,0,0,0,0,2,20,0,0,0,7,15,6,9,106,17,9,156
9710,commons-lang-LANG_3_8_1,ArrayUtilsRemoveMultipleTest.testRemoveAllCharArrayRemoveNone,3,0,0,0,0,5,62,0,0,0,16,29,7,11,235,46,8,259
9711,commons-lang-LANG_3_8_1,StringUtilsSubstringTest.testSubstringBeforeLast_StringString,18,0,0,0,0,18,248,0,0,0,55,144,6,6,980,160,6,1171
9712,commons-lang-LANG_3_8_1,DateUtilsFragmentTest.testSecondsofHourWithDate,1,0,0,0,0,2,36,0,0,0,7,26,10,13,185,29,7,222
9713,commons-lang-LANG_3_8_1,ArrayUtilsTest.testIndexOfLong,6,0,0,0,0,8,113,0,0,0,25,64,7,6,436,77,11,345
9714,commons-lang-LANG_3_8_1,EventCountCircuitBreakerTest.testDefaultClosingInterval,1,0,0,0,0,2,33,0,0,0,7,20,7,11,152,24,9,325
9715,commons-lang-LANG_3_8_1,StringEscapeUtilsTest.testUnescapeEcmaScript,7,0,2,0,0,5,112,0,0,0,36,53,8,13,471,84,8,706
9716,commons-lang-LANG_3_8_1,ConstantInitializerTest.testToString,1,0,0,0,0,3,45,0,0,0,10,28,7,13,198,35,9,241
9717,commons-lang-LANG_3_8_1,StringUtilsTest.testGetLevenshteinDistance_StringNull,0,0,0,0,1,1,11,0,0,0,3,12,6,7,71,7,6,157
9718,commons-lang-LANG_3_8_1,CompareToBuilderTest.testMultiCharArray,6,0,0,2,0,13,323,0,0,2,55,181,14,12,1750,241,17,802
9719,commons-lang-LANG_3_8_1,ToStringBuilderTest.testFloat,3,0,0,0,0,3,91,0,0,0,10,52,10,8,395,60,6,324
9720,commons-lang-LANG_3_8_1,StringEscapeUtilsTest.testEscapeHiragana,2,0,0,0,0,5,48,0,0,0,16,28,6,10,209,40,9,458
9721,commons-lang-LANG_3_8_1,EventCountCircuitBreakerTest.testIntervalCalculation,2,0,0,0,0,3,56,0,0,0,10,35,7,13,246,40,9,417
9722,commons-lang-LANG_3_8_1,FastDateParser_TimeZoneStrategyTest.testLang1219,1,0,0,0,1,4,59,0,0,0,13,35,7,15,248,46,8,318
9723,commons-lang-LANG_3_8_1,StringUtilsTest.testSwapCase_String,11,0,0,0,0,13,144,0,0,0,40,85,6,10,561,102,8,715
9724,commons-lang-LANG_3_8_1,MutablePairTest.testDefault,2,0,0,0,1,3,36,0,0,0,10,20,8,10,149,28,9,156
9725,commons-lang-LANG_3_8_1,CharUtilsTest.testCompare,3,0,0,0,0,3,44,0,0,1,10,30,7,5,185,31,6,154
9726,commons-lang-LANG_3_8_1,DiffTest.testGetType,1,0,0,0,0,1,15,0,0,0,3,10,7,6,59,10,6,80
9727,commons-lang-LANG_3_8_1,ToStringBuilderTest.testSimpleReflectionStatics,4,0,0,0,0,5,119,0,0,0,16,71,8,9,507,82,8,866
9728,commons-lang-LANG_3_8_1,FastDateFormatTest.testParseSync,0,0,0,0,1,8,188,0,0,0,37,99,13,33,1170,160,9,911
9729,commons-lang-LANG_3_8_1,FastDateParserTest.testLocales_Short_BC,0,0,0,0,1,1,9,0,0,0,3,8,5,5,45,6,6,85
9730,commons-lang-LANG_3_8_1,EntityArraysTest.testHTML40_EXTENDED_ESCAPE,2,0,0,1,0,4,122,0,0,0,21,66,10,14,582,93,13,336
9731,commons-lang-LANG_3_8_1,JsonToStringStyleTest.testPerson,1,0,0,0,0,5,71,0,0,0,16,48,11,11,353,56,13,261
9732,commons-lang-LANG_3_8_1,ArrayUtilsTest.testShuffleChar,2,0,0,1,0,5,100,0,0,1,20,48,8,15,439,70,10,319
9733,commons-lang-LANG_3_8_1,DateUtilsTest.testSetDays,3,0,1,0,1,9,140,0,0,0,35,76,7,13,601,92,10,489
9734,commons-lang-LANG_3_8_1,CharUtilsTest.testToChar_Character,3,0,1,0,0,3,52,0,0,0,17,28,9,11,214,38,7,269
